timestamp,user,action,cpu,memory
1786001894.6879168,Emma,Login,47.67,47.14
1786001894.6879194,Bob,Search,33.45,40.88
1786001894.687922,Bob,Login,83.45,42.63
1786001894.6879246,David,Logout,68.83,49.01
1786001894.6879275,Bob,Purchase,23.03,92.68
1786001894.6879303,Bob,View,83.34,74.0
1786001894.687933,Emma,Purchase,45.79,94.73
1786001894.6879356,Bob,Login,88.47,53.63
1786001894.687938,Alice,Login,41.04,28.32
1786001894.6879408,David,Logout,40.21,56.78
1786001894.6879435,Alice,Login,57.82,93.59
1786001894.687946,Alice,Search,49.77,80.84
1786001894.6879485,Bob,Purchase,16.44,90.39
1786001894.687951,Charlie,Logout,53.14,24.44
1786001894.687954,Alice,Login,53.26,71.11
1786001894.6879566,David,View,62.93,33.45
1786001894.68796,Bob,Logout,53.55,26.32
1786001894.6879625,Charlie,Logout,13.61,77.94
1786001894.6879652,Bob,Purchase,14.04,88.08
1786001894.6879678,David,View,89.84,42.5
1786001894.6879704,Charlie,Login,79.19,26.92
1786001894.687973,Bob,Purchase,12.43,63.24
1786001894.6879754,Alice,Search,34.89,72.35
1786001894.6879783,Emma,Login,16.17,75.79
1786001894.6879807,Charlie,View,58.77,80.39
1786001894.6879833,David,Logout,54.13,72.98
1786001894.6879861,Emma,Logout,30.74,36.28
1786001894.6879885,David,Logout,36.81,77.7
1786001894.687992,Alice,Login,37.2,71.89
1786001894.6879961,Emma,Login,31.25,81.58
1786001894.6879992,Bob,Purchase,45.27,23.22
1786001894.688002,Emma,View,74.73,51.45
1786001894.688005,Bob,Login,89.89,20.35
1786001894.6880093,Alice,Purchase,19.58,58.23
1786001894.688012,David,Login,10.62,20.17
1786001894.688016,Bob,Login,40.2,48.46
1786001894.6880183,Emma,Login,17.46,41.44
1786001894.6880217,Bob,Login,67.98,61.94
1786001894.6880243,David,Login,61.11,40.97
1786001894.6880286,Charlie,Logout,45.09,47.45
1786001894.6880312,Charlie,Search,19.45,61.56
1786001894.688034,Bob,Purchase,63.59,59.65
1786001894.688037,Bob,Login,70.9,65.7
1786001894.6880395,Emma,Search,77.64,21.38
1786001894.6880424,Charlie,Login,39.02,79.15
1786001894.6880448,Charlie,Purchase,20.25,25.11
1786001894.6880476,Alice,View,55.65,83.19
1786001894.6880503,Emma,Purchase,43.62,33.62
1786001894.688053,Emma,Login,29.11,87.25
1786001894.6880555,Alice,Login,55.78,69.08
1786001894.6880581,Bob,Search,48.89,73.03
1786001894.688061,Emma,Search,53.82,89.75
1786001894.6880634,Bob,Purchase,46.73,45.79
1786001894.688066,David,Login,32.36,59.46
1786001894.6880689,Bob,Logout,37.92,90.26
1786001894.6880715,David,Search,23.33,68.75
1786001894.6880739,Emma,Search,70.49,37.25
1786001894.6880772,Alice,View,89.9,54.36
1786001894.68808,David,Search,36.63,90.46
1786001894.6880827,Charlie,Search,29.67,67.51
1786001894.6880853,Bob,Search,29.12,46.42
1786001894.6880891,Charlie,Login,20.03,52.54
1786001894.688092,David,Logout,66.35,69.26
1786001894.6880944,Bob,Purchase,24.98,27.41
1786001894.6880977,David,Logout,88.67,82.9
1786001894.6881003,Charlie,Logout,75.13,56.05
1786001894.688103,Bob,Logout,71.92,45.23
1786001894.6881056,Charlie,Login,17.67,88.63
1786001894.6881082,Charlie,Logout,66.88,32.67
1786001894.6881108,David,View,85.15,84.18
1786001894.6881137,David,Search,65.73,91.36
1786001894.6881166,Alice,Search,85.08,52.73
1786001894.688119,Charlie,Search,37.81,68.65
1786001894.6881216,Emma,View,62.66,36.76
1786001894.6881244,Charlie,Purchase,66.31,64.15
1786001894.688127,Emma,Purchase,76.11,48.54
1786001894.6881294,Bob,Logout,53.3,58.01
1786001894.688132,Alice,Purchase,27.19,68.99
1786001894.6881351,David,Purchase,50.24,81.33
1786001894.6881378,David,Purchase,26.84,67.63
1786001894.6881406,Alice,Login,21.93,26.4
1786001894.688143,Bob,View,88.0,43.43
1786001894.6881533,Charlie,View,83.97,70.17
1786001894.6881561,David,View,64.32,32.1
1786001894.688159,Alice,Login,37.62,90.95
1786001894.6881616,Emma,Purchase,39.58,79.31
1786001894.6881642,Bob,Search,15.75,81.81
1786001894.6881673,Alice,Search,56.46,87.86
1786001894.68817,Bob,Purchase,18.37,71.57
1786001894.6881726,Emma,View,15.14,60.49
1786001894.6881754,Bob,View,12.93,87.31
1786001894.6881778,David,Login,23.51,31.37
1786001894.688181,Emma,Logout,67.04,26.6
1786001894.6881864,Charlie,Search,85.46,94.19
1786001894.6881893,Alice,Logout,11.34,38.29
1786001894.6881917,David,View,57.37,69.19
1786001894.6881948,Charlie,Login,37.56,57.29
1786001894.6881974,Charlie,Logout,29.58,63.07
1786001894.6881998,Alice,Login,26.84,64.87
1786001894.6882048,Emma,Search,37.16,44.69
1786001894.6882076,Bob,Logout,46.11,60.67
1786001894.6882105,Alice,Login,38.84,49.72
1786001894.688213,Emma,View,66.76,84.97
1786001894.6882157,Charlie,Login,78.71,58.33
1786001894.688218,Emma,Purchase,76.76,65.95
1786001894.688221,David,View,45.31,32.59
1786001894.6882236,Bob,Search,85.83,89.6
1786001894.6882262,David,View,37.4,50.58
1786001894.688229,Emma,Purchase,34.86,81.73
1786001894.6882315,David,Login,42.56,31.68
1786001894.688234,Emma,Search,14.79,75.64
1786001894.6882367,Emma,View,67.98,80.27
1786001894.6882393,Charlie,Search,13.75,71.88
1786001894.688242,Charlie,Purchase,61.09,82.41
1786001894.6882453,Charlie,Login,67.99,71.14
1786001894.688248,Bob,Logout,44.55,67.47
1786001894.6882503,David,Search,23.27,37.45
1786001894.688253,Emma,Purchase,34.61,41.01
1786001894.6882555,Charlie,Search,33.06,31.83
1786001894.688258,Alice,View,36.86,30.95
1786001894.6882606,Emma,Logout,53.47,32.59
1786001894.6882632,Alice,Purchase,38.54,56.88
1786001894.688266,Alice,Search,51.32,20.59
1786001894.6882694,Alice,Logout,52.16,28.94
1786001894.688276,David,Logout,11.37,47.67
1786001894.6882787,David,Logout,64.69,83.09
1786001894.6882813,David,Login,65.96,38.11
1786001894.688284,Charlie,Login,18.4,94.63
1786001894.6882868,Alice,View,33.11,87.18
1786001894.6882892,David,Search,52.47,36.88
1786001894.6882923,Bob,Logout,41.04,58.55
1786001894.6882951,Alice,Logout,66.47,70.5
1786001894.688298,Emma,Search,24.21,47.76
1786001894.6883006,Alice,Logout,70.0,94.61
1786001894.688303,Charlie,Search,85.6,55.67
1786001894.688306,Charlie,Logout,39.58,59.25
1786001894.6883085,Emma,Search,28.74,27.91
1786001894.6883113,Charlie,View,32.38,71.25
1786001894.6883142,David,Search,72.85,87.22
1786001894.6883168,Emma,Purchase,50.98,59.6
1786001894.6883194,Emma,Login,81.21,48.49
1786001894.688322,Bob,Login,84.16,77.85
1786001894.688325,Alice,Logout,45.39,33.31
1786001894.6883273,David,Login,82.28,50.38
1786001894.68833,Bob,Logout,17.88,20.91
1786001894.6883326,Alice,Login,31.44,62.3
1786001894.6883354,Charlie,Purchase,37.39,47.73
1786001894.6883378,Bob,Search,58.76,76.87
1786001894.6883404,Emma,Purchase,25.16,70.92
1786001894.688343,David,Login,15.72,42.3
1786001894.6883457,Bob,Purchase,24.53,46.03
1786001894.6883485,Charlie,Purchase,51.39,41.78
1786001894.688351,David,Search,54.79,70.66
1786001894.6883538,Alice,View,29.89,40.28
1786001894.6883564,Alice,Logout,65.1,77.58
1786001894.6883585,Charlie,Purchase,38.93,26.62
1786001894.6883667,Charlie,Purchase,48.99,77.67
1786001894.68837,David,Purchase,49.67,62.31
1786001894.6883729,Alice,Purchase,35.96,34.9
1786001894.6883757,Bob,View,26.87,59.15
1786001894.6883786,Charlie,Purchase,68.78,25.83
1786001894.6883812,Bob,Purchase,16.9,89.76
1786001894.6883852,Emma,Logout,51.82,24.35
1786001894.688388,David,Login,25.24,66.97
1786001894.688391,David,Logout,80.48,64.56
1786001894.6883938,Alice,Logout,40.88,68.86
1786001894.6883981,Charlie,View,55.77,90.54
1786001894.688401,Bob,Search,15.18,74.15
1786001894.6884034,Emma,View,81.99,81.77
1786001894.688406,Alice,Login,62.93,46.61
1786001894.6884086,Bob,Search,16.63,79.32
1786001894.6884112,Emma,Search,17.7,78.98
1786001894.6884139,Bob,Logout,14.64,29.81
1786001894.6884165,Emma,Logout,53.65,83.61
1786001894.688419,Charlie,Login,31.2,25.31
1786001894.6884222,Charlie,Logout,71.62,25.61
1786001894.6884246,Emma,Search,56.41,29.85
1786001894.6884274,Alice,Logout,86.95,58.41
1786001894.68843,Alice,Logout,54.37,66.49
1786001894.6884327,Alice,View,61.01,20.1
1786001894.6884353,Alice,Search,16.45,28.05
1786001894.6884377,Bob,Login,26.64,79.63
1786001894.6884403,Charlie,View,34.14,85.11
1786001894.688443,Alice,Search,24.93,55.97
1786001894.688445,Alice,Login,63.21,83.65
1786001894.688448,Bob,View,35.92,51.13
1786001894.6884506,Charlie,Login,10.42,42.33
1786001894.6884532,Alice,Login,80.31,20.68
1786001894.688457,Bob,Purchase,24.92,85.68
1786001894.6884599,Emma,View,10.22,88.46
1786001894.6884623,Bob,View,42.36,83.18
1786001894.6884654,Alice,View,15.68,93.22
1786001894.6884677,Emma,Login,56.42,23.71
1786001894.6884706,Bob,Login,88.67,27.09
1786001894.6884735,Bob,View,57.27,90.22
1786001894.6884758,Charlie,Logout,34.74,51.79
1786001894.6884782,Alice,Logout,85.79,73.9
1786001894.688481,Emma,View,84.33,86.76
1786001894.6884835,Alice,Search,47.59,27.37
1786001894.688486,Bob,Login,44.91,93.16
1786001894.6884887,Bob,Purchase,23.15,60.81
1786001894.6884913,Alice,View,18.32,92.31
1786001894.6884937,Bob,Search,34.81,57.98
1786001894.688497,David,Search,56.78,93.22
1786001894.6884997,Emma,Purchase,77.38,60.92
1786001894.6885023,Charlie,Login,24.88,32.66
1786001894.688505,Emma,Logout,22.08,32.52
1786001894.6885073,Charlie,Login,65.48,56.43
1786001894.6885102,Charlie,View,89.7,50.6
1786001894.6885145,Alice,Purchase,30.49,31.3
1786001894.6885176,David,Search,11.13,69.45
1786001894.6885204,Alice,View,21.29,65.3
1786001894.6885235,Emma,Login,74.53,33.21
1786001894.6885262,Bob,Logout,67.34,22.34
1786001894.688529,Bob,Purchase,19.42,70.45
1786001894.6885316,Alice,Logout,81.0,47.56
1786001894.6885343,David,Login,41.23,29.35
1786001894.688537,Emma,Login,63.0,55.3
1786001894.6885395,Bob,Purchase,83.07,25.03
1786001894.6885421,David,Search,35.95,82.08
1786001894.6885464,Charlie,Logout,51.33,45.48
1786001894.688549,David,Purchase,49.17,44.52
1786001894.6885514,Alice,Logout,71.35,75.77
1786001894.688554,Bob,Logout,84.59,81.6
1786001894.6885571,Emma,Logout,53.54,75.65
1786001894.6885598,Bob,Login,70.72,50.76
1786001894.6885638,David,Purchase,30.08,29.98
1786001894.6885662,Emma,Purchase,10.52,84.15
1786001894.688569,David,Search,39.45,39.05
1786001894.688572,David,Login,73.17,87.9
1786001894.6885746,Bob,Logout,47.6,59.38
1786001894.6885772,Bob,View,41.63,39.17
1786001894.6885796,Emma,View,30.89,52.76
1786001894.6885827,Alice,Login,45.26,75.54
1786001894.6885853,David,Purchase,87.09,73.73
1786001894.6885877,David,View,88.69,81.53
1786001894.6885903,Emma,Purchase,38.23,71.67
1786001894.688593,David,Login,67.47,57.7
1786001894.6885955,Charlie,Login,68.5,39.25
1786001894.6885982,David,Logout,80.4,42.46
1786001894.688601,David,Logout,87.18,80.87
1786001894.688604,Emma,Login,66.78,28.05
1786001894.6886067,Emma,Purchase,76.66,64.94
1786001894.6886091,Emma,Purchase,27.61,63.37
1786001894.6886117,Alice,Search,46.15,37.68
1786001894.6886144,Alice,Login,42.66,22.86
1786001894.6886172,Bob,Search,72.42,93.69
1786001894.6886199,Bob,Search,75.15,47.82
1786001894.6886222,Bob,Logout,87.7,29.82
1786001894.6886249,Bob,Purchase,55.22,47.7
1786001894.6886272,Charlie,Logout,86.48,92.59
1786001894.6886313,David,View,42.62,64.15
1786001894.6886353,Charlie,Search,60.95,40.97
1786001894.6886384,Emma,Purchase,26.76,32.79
1786001894.688641,Alice,Login,22.2,92.22
1786001894.6886437,David,Logout,53.42,70.77
1786001894.688646,Emma,Logout,28.5,62.15
1786001894.688649,David,Login,38.81,38.22
1786001894.6886516,Bob,Login,44.51,68.34
1786001894.6886542,Emma,Logout,32.27,35.24
1786001894.6886568,Charlie,View,29.84,45.85
1786001894.6886597,Charlie,Logout,88.01,25.87
1786001894.6886623,Emma,Search,23.68,39.54
1786001894.688665,Bob,Login,26.62,28.43
1786001894.6886673,Alice,Login,68.27,73.05
1786001894.6886697,Charlie,Search,33.66,89.09
1786001894.6886728,David,View,55.56,39.65
1786001894.6886754,Charlie,Login,23.41,45.7
1786001894.688678,Alice,View,52.48,93.9
1786001894.688681,David,Purchase,54.81,41.85
1786001894.6886837,Alice,Logout,69.61,65.3
1786001894.6886864,Charlie,Search,65.09,51.85
1786001894.6886892,David,Purchase,75.94,48.1
1786001894.6886914,Charlie,Logout,70.34,81.12
1786001894.688694,Emma,Search,41.01,38.9
1786001894.6886966,Bob,Login,11.27,37.13
1786001894.6886992,David,Logout,51.59,26.9
1786001894.6887016,David,Login,73.6,47.03
1786001894.6887043,Emma,Purchase,36.72,71.7
1786001894.688707,Emma,Purchase,57.51,64.98
1786001894.6887093,Charlie,View,60.41,33.95
1786001894.6887121,David,Logout,56.44,27.92
1786001894.6887147,Bob,Purchase,37.46,29.49
1786001894.6887186,Bob,View,23.41,62.98
1786001894.6887217,Alice,Search,30.27,70.15
1786001894.6887243,David,View,65.81,75.27
1786001894.688727,Emma,Search,69.39,45.17
1786001894.6887295,Alice,Purchase,34.86,69.61
1786001894.688732,Emma,Search,66.28,36.59
1786001894.6887348,David,Logout,44.67,60.56
1786001894.6887388,Charlie,View,67.0,30.57
1786001894.6887426,Charlie,Logout,29.14,34.99
1786001894.6887455,Charlie,View,53.04,56.36
1786001894.6887484,Emma,Search,81.88,59.79
1786001894.6887534,David,Purchase,59.12,80.95
1786001894.6887562,Bob,Search,63.13,87.92
1786001894.6887589,Charlie,Purchase,22.53,71.08
1786001894.6887617,Charlie,Logout,87.01,72.65
1786001894.688764,Bob,Logout,30.63,65.45
1786001894.6887667,David,Logout,30.69,57.06
1786001894.6887698,Charlie,View,63.07,42.51
1786001894.6887724,Bob,Purchase,44.52,26.67
1786001894.6887755,David,Search,83.49,85.95
1786001894.688778,David,Login,37.55,24.41
1786001894.6887808,Charlie,Search,33.28,87.65
1786001894.6887834,Bob,Logout,56.67,87.08
1786001894.6887863,Emma,Search,12.27,30.04
1786001894.6887887,David,Search,40.57,72.3
1786001894.6887913,Charlie,Search,10.95,84.87
1786001894.688794,Bob,Login,18.22,92.54
1786001894.6887965,Emma,View,79.31,79.17
1786001894.688799,David,View,54.16,50.21
1786001894.6888018,Alice,Purchase,15.27,74.97
1786001894.6888044,Bob,Search,71.69,49.75
1786001894.6888068,Bob,Purchase,49.73,68.6
1786001894.6888108,Emma,Logout,68.04,57.75
1786001894.688814,Charlie,Purchase,75.7,32.35
1786001894.6888163,David,Login,18.0,45.44
1786001894.6888192,David,Login,12.31,55.11
1786001894.688822,Alice,Purchase,25.71,60.07
1786001894.6888244,Emma,Logout,14.46,21.33
1786001894.688827,David,Search,79.16,22.49
1786001894.6888297,Alice,Search,85.38,42.17
1786001894.6888323,Alice,Login,52.3,31.16
1786001894.688835,David,Search,85.34,51.77
1786001894.6888375,Bob,Search,33.95,80.91
1786001894.6888404,Emma,Login,81.25,56.0
1786001894.6888433,David,Search,14.41,47.29
1786001894.688846,David,View,12.02,85.03
1786001894.6888485,David,View,42.21,38.94
1786001894.6888509,Emma,Purchase,82.07,34.25
1786001894.6888535,Charlie,View,34.51,39.54
1786001894.688856,David,View,18.02,87.95
1786001894.688859,Alice,View,48.21,88.41
1786001894.6888614,Emma,View,81.76,94.19
1786001894.6888638,David,Logout,15.75,34.53
1786001894.6888735,Emma,View,85.89,88.15
1786001894.688877,Emma,Search,47.39,47.61
1786001894.6888797,David,Logout,25.3,27.81
1786001894.6888824,Alice,View,30.03,70.08
1786001894.688885,David,Purchase,39.68,80.71
1786001894.6888876,Alice,Search,25.17,70.59
1786001894.6888902,Bob,Logout,88.64,88.84
1786001894.6888928,Charlie,View,84.17,24.67
1786001894.6888955,Emma,View,62.67,23.7
1786001894.6888983,Alice,Logout,41.4,64.39
1786001894.6889014,Bob,Logout,44.1,63.95
1786001894.68891,Alice,Purchase,29.37,30.6
1786001894.6889129,David,Purchase,71.14,67.27
1786001894.6889155,Emma,View,43.18,91.55
1786001894.6889186,Alice,View,20.58,60.54
1786001894.688921,Alice,Logout,66.58,51.24
1786001894.6889236,Charlie,Purchase,31.13,48.46
1786001894.6889267,David,Logout,82.4,52.14
1786001894.6889307,Alice,Logout,18.68,25.14
1786001894.6889336,Alice,Logout,33.82,39.21
1786001894.6889365,Emma,Search,29.63,71.31
1786001894.688939,Bob,Login,25.36,56.87
1786001894.6889417,Bob,Login,17.0,78.35
1786001894.6889443,Charlie,Login,60.11,69.09
1786001894.688947,Alice,Search,44.8,35.12
1786001894.6889496,Emma,View,49.56,38.53
1786001894.688952,Bob,Login,33.57,50.26
1786001894.6889546,Emma,Logout,62.09,46.41
1786001894.6889572,David,Logout,42.11,40.13
1786001894.6889598,Bob,Login,52.47,49.8
1786001894.6889622,Charlie,Purchase,88.12,36.68
1786001894.688965,Alice,View,75.89,81.23
1786001894.6889682,Bob,Search,67.3,53.35
1786001894.6889708,Emma,Login,45.9,65.62
1786001894.6889737,David,View,73.9,30.86
1786001894.6889763,Bob,View,73.8,68.28
1786001894.6889791,David,Purchase,59.72,70.36
1786001894.6889815,Emma,View,39.79,29.0
1786001894.6889844,Charlie,Purchase,66.36,85.28
1786001894.6889865,Bob,View,58.14,57.86
1786001894.6889892,Bob,Logout,62.86,29.78
1786001894.688992,Charlie,Search,46.05,58.8
1786001894.6889968,Bob,Search,78.86,22.95
1786001894.6890013,David,Logout,87.68,33.81
1786001894.6890037,David,Logout,26.26,77.11
1786001894.6890063,Bob,View,76.24,55.63
1786001894.6890094,Emma,View,14.9,42.1
1786001894.689012,Bob,View,49.9,75.74
1786001894.6890147,Bob,Search,31.34,60.51
1786001894.689017,Bob,Purchase,82.89,27.37
1786001894.68902,Alice,Purchase,58.74,88.94
1786001894.6890228,Emma,Search,32.33,44.82
1786001894.6890252,David,Search,78.73,58.83
1786001894.6890278,Alice,Purchase,31.94,26.83
1786001894.6890304,Bob,Login,86.54,64.45
1786001894.689033,Bob,Search,64.05,27.91
1786001894.689036,Emma,Login,10.35,36.3
1786001894.6890385,Charlie,Login,50.7,70.24
1786001894.6890411,Emma,Login,18.53,25.41
1786001894.6890438,Charlie,Logout,15.21,84.84
1786001894.6890466,Charlie,Purchase,67.02,52.58
1786001894.689049,David,Purchase,28.8,32.43
1786001894.6890514,Charlie,Login,66.81,92.33
1786001894.689054,Bob,Search,42.06,80.31
1786001894.6890564,Charlie,Login,36.65,47.83
1786001894.6890593,David,Search,33.18,54.49
1786001894.689062,Alice,Search,54.81,51.37
1786001894.689065,Bob,Search,21.14,73.1
1786001894.6890678,David,Purchase,12.62,83.95
1786001894.6890707,Charlie,Logout,68.68,61.93
1786001894.689073,Emma,Logout,53.92,59.77
1786001894.689076,Charlie,Login,18.7,88.18
1786001894.6890786,Bob,Login,28.89,34.51
1786001894.6890814,David,Login,29.0,27.87
1786001894.6890852,Charlie,Login,52.89,49.36
1786001894.689088,Alice,Logout,63.84,90.42
1786001894.6890907,Emma,Logout,64.42,94.69
1786001894.6890945,Charlie,Search,72.45,39.99
1786001894.6890972,Alice,Search,46.13,53.14
1786001894.6891003,Alice,View,88.65,39.66
1786001894.6891031,Bob,Purchase,26.45,82.8
1786001894.6891074,David,Login,76.75,53.82
1786001894.6891108,Bob,View,30.06,54.77
1786001894.689114,David,Search,23.44,85.63
1786001894.6891167,Emma,View,42.39,61.13
1786001894.6891189,Emma,Search,54.59,29.16
1786001894.6891234,David,Login,12.0,27.21
1786001894.6891265,David,Login,31.43,64.16
1786001894.689129,Bob,Logout,24.52,78.39
1786001894.689132,Bob,View,36.4,49.34
1786001894.6891346,David,Login,12.89,83.59
1786001894.6891372,Charlie,Purchase,28.99,23.91
1786001894.6891406,Alice,Search,78.23,74.7
1786001894.6891437,David,Logout,66.43,50.77
1786001894.689146,Bob,Search,39.08,90.31
1786001894.689149,Emma,Purchase,13.32,79.83
1786001894.689152,Alice,Purchase,23.22,27.83
1786001894.6891549,Charlie,View,70.13,94.58
1786001894.6891575,David,Purchase,85.66,36.79
1786001894.6891599,Charlie,Purchase,24.73,21.18
1786001894.6891625,Emma,Search,76.8,59.01
1786001894.6891654,David,Purchase,55.66,69.26
1786001894.689168,Alice,Login,22.31,47.42
1786001894.6891706,Bob,Search,67.41,48.72
1786001894.689173,David,Search,79.04,64.37
1786001894.6891758,Emma,Login,13.3,33.22
1786001894.68918,Emma,Purchase,39.82,64.32
1786001894.6891832,Alice,Logout,23.93,77.47
1786001894.6891859,David,Search,37.26,83.13
1786001894.6891887,David,Purchase,39.6,33.77
1786001894.6891913,David,Logout,88.62,57.43
1786001894.689194,Alice,View,58.01,64.44
1786001894.6891966,Alice,Login,43.64,38.74
1786001894.6891992,David,Login,54.59,67.92
1786001894.6892016,Charlie,Purchase,76.07,55.68
1786001894.6892045,David,Login,32.31,77.11
1786001894.6892073,Alice,Purchase,82.2,88.59
1786001894.68921,Emma,Search,56.98,38.29
1786001894.6892123,Emma,Login,59.02,58.61
1786001894.689215,Emma,Search,30.15,29.46
1786001894.6892176,Emma,Purchase,25.69,90.52
1786001894.6892202,Emma,View,63.65,75.44
1786001894.6892226,Alice,Purchase,70.32,65.4
1786001894.6892252,Emma,Search,49.71,52.83
1786001894.6892278,Emma,Login,44.16,33.3
1786001894.68923,David,View,43.66,84.88
1786001894.6892333,Charlie,Purchase,19.08,48.72
1786001894.689236,Charlie,Logout,64.14,77.35
1786001894.6892402,Alice,Login,31.6,64.84
1786001894.689243,Bob,Search,24.97,81.57
1786001894.6892457,Charlie,Login,15.65,29.29
1786001894.6892483,Bob,Logout,16.36,62.29
1786001894.6892507,Bob,Purchase,18.83,77.76
1786001894.6892538,David,Login,54.27,81.05
1786001894.6892567,David,View,53.65,78.82
1786001894.6892595,Emma,Search,39.1,53.07
1786001894.6892622,Emma,Login,72.97,65.92
1786001894.689265,David,Purchase,70.61,40.29
1786001894.6892695,Charlie,Logout,29.03,67.31
1786001894.6892724,Emma,Login,37.81,75.99
1786001894.689275,Alice,View,62.76,85.48
1786001894.689278,David,Purchase,20.33,69.7
1786001894.6892805,Bob,View,76.72,50.53
1786001894.6892831,David,Login,69.78,94.93
1786001894.689286,David,Search,47.53,64.64
1786001894.68929,David,Login,78.01,38.52
1786001894.689293,Alice,Search,78.85,92.26
1786001894.6892955,Alice,Login,14.77,71.62
1786001894.6892982,Emma,View,24.47,57.76
1786001894.689301,Alice,View,40.46,39.13
1786001894.6893036,Alice,Logout,57.5,87.79
1786001894.689306,Alice,View,23.4,20.69
1786001894.6893086,Alice,View,14.16,93.24
1786001894.689311,Alice,Logout,65.72,20.63
1786001894.6893137,Alice,Purchase,22.54,73.1
1786001894.689316,Alice,Login,61.74,85.93
1786001894.6893187,David,Purchase,80.94,42.3
1786001894.6893213,David,Purchase,69.68,89.25
1786001894.6893237,Alice,Login,62.07,22.86
1786001894.689326,Emma,Login,53.58,72.03
1786001894.6893287,Charlie,View,28.66,85.13
1786001894.6893313,Charlie,Purchase,57.65,65.0
1786001894.689334,Emma,Purchase,71.85,47.49
1786001894.6893368,Charlie,Logout,33.44,78.89
1786001894.6893394,David,View,32.85,25.23
1786001894.6893423,Bob,Search,64.65,29.41
1786001894.6893451,Emma,Search,29.18,86.12
1786001894.6893475,David,Search,50.14,89.61
1786001894.6893504,Bob,Logout,57.26,35.1
1786001894.6893544,Bob,Login,12.2,62.95
1786001894.689359,Bob,Purchase,30.92,46.99
1786001894.6893616,Charlie,Login,12.67,91.02
1786001894.6893642,Charlie,Logout,28.26,60.48
1786001894.6893668,Alice,Search,24.24,26.49
1786001894.6893697,Bob,View,41.19,75.48
1786001894.689372,Emma,Search,79.13,48.02
1786001894.6893747,Bob,Purchase,13.4,76.38
1786001894.6893775,Charlie,Login,58.69,77.45
1786001894.6893802,Emma,View,13.08,46.1
1786001894.6893826,Emma,Search,50.0,24.12
1786001894.6893854,David,Search,32.55,27.1
1786001894.6893878,Bob,Search,62.86,59.92
1786001894.6893907,Charlie,Login,70.74,46.71
1786001894.6893935,Charlie,Purchase,68.5,25.1
1786001894.6893961,David,Logout,24.92,68.4
1786001894.6893988,Bob,Logout,64.59,36.53
1786001894.6894014,Alice,Logout,84.17,43.28
1786001894.6894042,Bob,View,78.66,70.06
1786001894.6894069,Charlie,Purchase,89.34,92.29
1786001894.6894097,Emma,Logout,50.8,27.26
1786001894.6894124,Bob,View,25.17,72.42
1786001894.6894152,Bob,Login,23.39,51.87
1786001894.689418,Alice,Logout,19.79,61.89
1786001894.6894207,Bob,Logout,33.35,78.3
1786001894.6894233,Emma,Login,37.87,49.46
1786001894.6894262,Emma,Login,44.13,33.65
1786001894.6894288,David,Login,18.96,56.74
1786001894.689432,Emma,Login,77.28,91.82
1786001894.6894343,Emma,View,81.57,94.86
1786001894.689437,Alice,Purchase,24.38,34.67
1786001894.6894395,Bob,Logout,73.34,61.67
1786001894.6894436,Bob,View,27.04,40.06
1786001894.689447,Emma,Purchase,88.51,66.78
1786001894.6894498,Emma,Purchase,33.06,50.19
1786001894.6894522,David,Purchase,17.5,48.24
1786001894.689455,David,Login,38.64,30.78
1786001894.6894574,Alice,Logout,68.38,51.64
1786001894.68946,David,Logout,44.26,73.52
1786001894.6894631,Charlie,View,42.45,90.58
1786001894.689467,Charlie,Logout,48.98,50.13
1786001894.6894698,Bob,Search,22.06,75.3
1786001894.6894724,David,Purchase,39.42,35.68
1786001894.689475,Charlie,Search,74.86,82.69
1786001894.6894798,Alice,View,69.34,67.7
1786001894.6894825,Emma,Purchase,16.84,26.3
1786001894.6894853,Charlie,Search,71.22,66.08
1786001894.6894884,Alice,Purchase,34.02,25.19
1786001894.689491,Alice,Purchase,74.67,86.1
1786001894.6894934,Emma,Logout,66.02,77.28
1786001894.6894968,Alice,View,71.62,88.31
1786001894.6894996,David,Purchase,70.57,37.59
1786001894.6895022,Alice,Search,76.38,91.96
1786001894.6895049,Alice,Purchase,33.16,45.18
1786001894.6895072,Alice,Purchase,36.53,77.11
1786001894.68951,Bob,Purchase,33.07,32.17
1786001894.6895132,Charlie,Logout,47.58,67.93
1786001894.6895158,Charlie,Login,77.87,65.61
1786001894.6895187,David,Logout,18.52,50.69
1786001894.689521,Emma,Logout,27.78,32.21
1786001894.6895237,Charlie,Logout,26.2,81.55
1786001894.6895263,David,Login,25.29,55.84
1786001894.689529,Charlie,Logout,36.54,94.23
1786001894.6895316,Bob,Login,73.44,80.85
1786001894.689536,Charlie,View,65.68,45.37
1786001894.689539,David,Login,14.73,45.94
1786001894.6895418,Charlie,Purchase,13.88,59.93
1786001894.6895447,Emma,Search,83.17,67.11
1786001894.689547,Emma,Logout,73.38,82.35
1786001894.68955,Charlie,Purchase,35.92,82.88
1786001894.6895528,Alice,View,44.47,89.22
1786001894.6895552,Charlie,View,25.06,49.14
1786001894.6895578,David,Purchase,71.3,72.42
1786001894.6895604,Emma,View,16.58,49.61
1786001894.6895628,David,Search,74.98,51.38
1786001894.6895654,Emma,Login,55.95,85.18
1786001894.6895678,Charlie,Purchase,46.81,94.29
1786001894.6895702,David,View,64.32,22.33
1786001894.689573,Charlie,Logout,12.92,83.54
